sentence1,sentence2,similarity
Der Erwerb des Eigentums durch Ersitzung löst die an der Sache vor dem Erwerb des Eigenbesitzes begründeten Rechte Dritter auf.,"Mit dem Erwerb des Eigentums durch Ersitzung erlöschen die an der Sache vor dem Erwerb des Eigenbesitzes begründeten Rechte Dritter, es sei denn, dass der Eigenbesitzer bei dem Erwerb des Eigenbesitzes in Ansehung dieser Rechte nicht in gutem Glauben ist oder ihr Bestehen später erfährt. Die Ersitzungsfrist muss auch in Ansehung des Rechts des Dritten verstrichen sein; die Vorschriften der §§ 939 bis 944 finden entsprechende Anwendung.",perfekt
Unternehmer muss Flugplatzräume kostenfrei bereitstellen und unterhalten.,Die für die Durchführung der Luftaufsicht auf Flugplätzen erforderlichen Räume hat der Unternehmer des Flugplatzes kostenfrei bereitzustellen und zu unterhalten. Auf Flugplätzen die nicht dem allgemeinen Verkehr dienen hat der Unternehmer des Flugplatzes die Kosten der Luftaufsicht zu tragen. § 27d bleibt unberührt.,perfekt
Die Bundesregierung verordnet:,Auf Grund des § 21b Abs. 3 Satz 1 in Verbindung mit Satz 3 des § 24 Satz 1 Nr. 1 und 2 in Verbindung mit Satz 2 Nr. 1 2 und 3 sowie Satz 3 Satz 1 Nr. 1 auch in Verbindung mit § 21b Abs. 3 Satz 1 und 3 und des § 29 Abs. 3 des Energiewirtschaftsgesetzes vom 7. Juli 2005(BGBl. I S. 1970) verordnet die Bundesregierung:,perfekt
"Beschwerdeführer hat die Erklärung abzugeben, inwieweit er das Urteil anfechte und dessen Aufhebung beantrage. Außerdem muß er die Anträge begründen und die Mangel Tatsachen angeben.",Der Beschwerdeführer hat die Erklärung abzugeben inwieweit er das Urteil anfechte und dessen Aufhebung beantrage (Revisionsanträge) und die Anträge zu begründen. Aus der Begründung muß hervorgehen ob das Urteil wegen Verletzung einer Rechtsnorm über das Verfahren oder wegen Verletzung einer anderen Rechtsnorm angefochten wird. Ersterenfalls müssen die den Mangel enthaltenden Tatsachen angegeben werden.,perfekt
Veräußerungsverbot gilt wegen persönlichen Anspruchs oder infolge des Verbots unwirksamer Rechts.,Solange ein Veräußerungsverbot der in den §§ 135 136 des Bürgerlichen Gesetzbuchs bezeichneten Art besteht soll der Gegenstand auf den es sich bezieht wegen eines persönlichen Anspruchs oder auf Grund eines infolge des Verbots unwirksamen Rechts nicht im Wege der Zwangsvollstreckung veräußert oder überwiesen werden. Auf Grund des Veräußerungsverbots kann nach Maßgabe des § 771 Widerspruch erhoben werden.,perfekt
Vertrauenspersonen können Kreiswahlvorschlag zurücknehmen.,Das Bundesministerium der Finanzen kann im Einvernehmen mit dem Bundesministerium für Wirtschaft und Energie und nach Anhörung der Deutschen Bundesbank Einzelweisungen an eine Börse erteilen die Preisermittlung für ausländische Währungen vorübergehend zu untersagen wenn eine erhebliche Marktstörung droht die schwerwiegende Gefahren für die Gesamtwirtschaft oder das Publikum erwarten lässt.,widerspruch
"Der Versicherer schuldet Leistungen, wenn die körperliche oder geistige Leistungsfähigkeit beeinträchtigt ist.",Für das Anhörungsverfahren gilt § 73 des Verwaltungsverfahrensgesetzes mit folgenden Maßgaben: 1.Die Anhörungsbehörde kann auf eine Erörterung verzichten.2.Soll ein ausgelegter Plan geändert werden so kann im Regelfall von der Erörterung im Sinne des § 73 Absatz 6 des Verwaltungsverfahrensgesetzes und des § 18 Absatz 1 Satz 4 des Gesetzes über die Umweltverträglichkeitsprüfung abgesehen werden.,widerspruch
Die Billigung eines auf Probe oder auf Besichtigung gekauften Gegenstandes kann innerhalb der vereinbarten Frist erklärt werden.,Steht das Wiederkaufsrecht mehreren gemeinschaftlich zu so kann es nur im Ganzen ausgeübt werden. Ist es für einen der Berechtigten erloschen oder übt einer von ihnen sein Recht nicht aus so sind die übrigen berechtigt das Wiederkaufsrecht im Ganzen auszuüben.,widerspruch
"Wenn es zur Klage auf Beseitigung von schädlichen oder ungesunden Veränderungen zweier Vertragspartner kommt, greift die Vorschrift des § 76 entsprechend zu.",Dem Gegner gegenüber erlangt die Kündigung des Vollmachtvertrags erst durch die Anzeige des Erlöschens der Vollmacht in Anwaltsprozessen erst durch die Anzeige der Bestellung eines anderen Anwalts rechtliche Wirksamkeit. Der Bevollmächtigte wird durch die von seiner Seite erfolgte Kündigung nicht gehindert für den Vollmachtgeber so lange zu handeln bis dieser für Wahrnehmung seiner Rechte in anderer Weise gesorgt hat.,widerspruch
§ 1084 gilt unabhängig von der Form.,Jeder hat das Recht auf die freie Entfaltung seiner Persönlichkeit soweit er nicht die Rechte anderer verletzt und nicht gegen die verfassungsmäßige Ordnung oder das Sittengesetz verstößt.Jeder hat das Recht auf Leben und körperliche Unversehrtheit. Die Freiheit der Person ist unverletzlich. In diese Rechte darf nur auf Grund eines Gesetzes eingegriffen werden.,widerspruch
"Die Revision kann nur darauf gestützt werden, dass die Entscheidung auf einer Verletzung des Rechts beruht.",Die Revision kann nur darauf gestützt werden dass die Entscheidung auf einer Verletzung des Rechts beruht. Die Revision kann nicht darauf gestützt werden dass das Gericht des ersten Rechtszuges seine Zuständigkeit zu Unrecht angenommen oder verneint hat.,perfekt
entsprechende berufliche Erfahrungen oder sonstige Qualifikationen zusätzlich zu den Abschlüssen und beruflichen Erfahrungen die für die Anerkennung der Laufbahnbefähigung erforderlich sind erworben wurden zulässig. Das Nähere regelt die Bundesregierung durch Rechtsverordnung.,Die Einstellung in ein höheres Amt als das Eingangsamt der Laufbahn ist zulässig bei entsprechenden beruflichen Erfahrungen oder sonstigen Qualifikationen die zusätzlich zu den Abschlüssen und beruflichen Erfahrungen die für die Anerkennung der Laufbahnbefähigung erforderlich sind erworben wurden. Das Nähere regelt die Bundesregierung durch Rechtsverordnung.,perfekt
Bundestag bestellt Ausschuß für die Angelegenheiten der Europäischen Union.,Der Bundestag bestellt einen Ausschuß für die Angelegenheiten der Europäischen Union. Er kann ihn ermächtigen die Rechte des Bundestages gemäß Artikel 23 gegenüber der Bundesregierung wahrzunehmen. Er kann ihn auch ermächtigen die Rechte wahrzunehmen die dem Bundestag in den vertraglichen Grundlagen der Europäischen Union eingeräumt sind.,perfekt
"Enteignung zu dem Zweck durch Enteignung entzogene Rechte durch neue Rechte zu ersetzen ist nur zulässig, soweit der Ersatz in den Vorschriften des Zweiten Abschnitts vorgesehen ist.",Die Enteignung zu dem Zweck durch Enteignung entzogene Rechte durch neue Rechte zu ersetzen ist nur zulässig soweit der Ersatz in den Vorschriften des Zweiten Abschnitts vorgesehen ist. Für den Ersatz entzogener Rechte durch neue Rechte im Wege der Enteignung nach § 97 Absatz 2 Satz 3 gelten die in § 90 Absatz 1 und 2 für die Enteignung zur Entschädigung in Land getroffenen Vorschriften entsprechend.,perfekt
"Er ist zu hören, wenn Anhaltspunkte dafür bestehen, dass er als Einziehungsbeteiligter in Betracht kommt.",Ergeben sich im vorbereitenden Verfahren Anhaltspunkte dafür dass jemand als Einziehungsbeteiligter in Betracht kommt ist er zu hören. Dies gilt nur wenn die Anhörung ausführbar erscheint. § 425 Absatz 2 gilt entsprechend. Erklärt derjenige der als Einziehungsbeteiligter in Betracht kommt dass er gegen die Einziehung Einwendungen vorbringen wolle gelten im Fall seiner Vernehmung die Vorschriften über die Vernehmung des Beschuldigten insoweit entsprechend als seine Verfahrensbeteiligung in Betracht kommt.,perfekt
"Die Allgemeinen Geschäftsbedingungen dürfen ungewöhnlich sein. Wenn der Vertragspartner sie nicht lesen kann, ist der Vertrag nicht verbindlich.",Bestimmungen in Allgemeinen Geschäftsbedingungen die nach den Umständen insbesondere nach dem äußeren Erscheinungsbild des Vertrags so ungewöhnlich sind dass der Vertragspartner des Verwenders mit ihnen nicht zu rechnen braucht werden nicht Vertragsbestandteil. Zweifel bei der Auslegung Allgemeiner Geschäftsbedingungen gehen zu Lasten des Verwenders.,perfekt
Die Haftung für die Nachlassverbindlichkeiten wird in Ansehung eines jeden der Erbteile so bestimmt wie wenn die Erbteile verschiedenen Erben gehörten.,Ist ein Erbe zu mehreren Erbteilen berufen so bestimmt sich seine Haftung für die Nachlassverbindlichkeiten in Ansehung eines jeden der Erbteile so wie wenn die Erbteile verschiedenen Erben gehörten. In den Fällen der Anwachsung und des § 1935 gilt dies nur dann wenn die Erbteile verschieden beschwert sind.,perfekt
"Wenn es zur Sicherung des Vollstreckungsanspruchs notwendig ist, dass ein Urteil vollstreckt wird, findet ein Arrest statt.",Ist die Hauptsache nicht anhängig so hat das Arrestgericht auf Antrag ohne mündliche Verhandlung anzuordnen dass die Partei die den Arrestbefehl erwirkt hat binnen einer zu bestimmenden Frist Klage zu erheben habe. Wird dieser Anordnung nicht Folge geleistet so ist auf Antrag die Aufhebung des Arrestes durch Endurteil auszusprechen.,widerspruch
Erklärung muss lesbar sein und auf einem dauerhaften Datenträger abgegeben werden.,Ist durch Gesetz Textform vorgeschrieben so muss eine lesbare Erklärung in der die Person des Erklärenden genannt ist auf einem dauerhaften Datenträger abgegeben werden. Ein dauerhafter Datenträger ist jedes Medium das 1.es dem Empfänger ermöglicht eine auf dem Datenträger befindliche an ihn persönlich gerichtete Erklärung so aufzubewahren oder zu speichern dass sie ihm während eines für ihren Zweck angemessenen Zeitraums zugänglich ist und2.geeignet ist die Erklärung unverändert wiederzugeben.,perfekt
"Ein Erbteil ist kein Mitverkaufsgegenstand, wenn es dem Käufer nach dem Abschluss des Kaufs durch Nacherbfolge oder infolge des Todes eines Erben anfällt. Dasselbe gilt für Familienpapiere und Familienbilder.",Der Käufer hat dem Verkäufer die notwendigen Verwendungen zu ersetzen die der Verkäufer vor dem Verkauf auf die Erbschaft gemacht hat. Für andere vor dem Verkauf gemachte Aufwendungen hat der Käufer insoweit Ersatz zu leisten als durch sie der Wert der Erbschaft zur Zeit des Verkaufs erhöht ist.,widerspruch
"Wahrheit ist Beweis, wenn Beleidigter rechtskräftig verurteilt worden ist. Wahrheit ist nicht Beweis, wenn Beleidigter vor der Behauptung oder Verbreitung rechtskräftig freigesprochen worden ist.",Ist die behauptete oder verbreitete Tatsache eine Straftat so ist der Beweis der Wahrheit als erbracht anzusehen wenn der Beleidigte wegen dieser Tat rechtskräftig verurteilt worden ist. Der Beweis der Wahrheit ist dagegen ausgeschlossen wenn der Beleidigte vor der Behauptung oder Verbreitung rechtskräftig freigesprochen worden ist.,perfekt
"Die Berufung kann nur darauf gestützt werden, dass die Entscheidung auf einer rechtswidrigen Handlung oder nach § 529 auf Tatsachen beruht, die andere Entscheidung rechtfertigen.",Die Berufungsschrift und die Berufungsbegründung sind der Gegenpartei zuzustellen. Der Vorsitzende oder das Berufungsgericht kann der Gegenpartei eine Frist zur schriftlichen Berufungserwiderung und dem Berufungskläger eine Frist zur schriftlichen Stellungnahme auf die Berufungserwiderung setzen. § 277 gilt entsprechend.,widerspruch
"Bestraft wird, wer unrichtige oder unvollständige Angaben zu wesentlichen Voraussetzungen der Einbürgerung macht.",Mit Freiheitsstrafe bis zu fünf Jahren oder mit Geldstrafe wird bestraft wer unrichtige oder unvollständige Angaben zu wesentlichen Voraussetzungen der Einbürgerung macht oder benutzt um für sich oder einen anderen eine Einbürgerung zu erschleichen.,perfekt
Der Bundeskanzler bestimmt die Politik.,Der Bundeskanzler bestimmt die Richtlinien der Politik und trägt dafür die Verantwortung. Innerhalb dieser Richtlinien leitet jeder Bundesminister seinen Geschäftsbereich selbständig und unter eigener Verantwortung. Über Meinungsverschiedenheiten zwischen den Bundesministern entscheidet die Bundesregierung. Der Bundeskanzler leitet ihre Geschäfte nach einer von der Bundesregierung beschlossenen und vom Bundespräsidenten genehmigten Geschäftsordnung.,perfekt
"Die Dauer des Aufenthalts in einer von der Strafanstalt getrennten Krankenanstalt ist in die Strafzeit einzurechnen, wenn der Verurteilte mit der Absicht die Strafvollstreckung zu unterbrechen die Krankheit herbeigeführt hat. Die Staatsanwaltschaft hat im letzteren Falle eine Entscheidung des Gerichts herbeizuführen.",Ist der Verurteilte nach Beginn der Strafvollstreckung wegen Krankheit in eine von der Strafanstalt getrennte Krankenanstalt gebracht worden so ist die Dauer des Aufenthalts in der Krankenanstalt in die Strafzeit einzurechnen wenn nicht der Verurteilte mit der Absicht die Strafvollstreckung zu unterbrechen die Krankheit herbeigeführt hat. Die Staatsanwaltschaft hat im letzteren Falle eine Entscheidung des Gerichts herbeizuführen.,perfekt
Der Beschwerdeführer kann die Entscheidung anfechten.,Durch rechtzeitige Einlegung der Berufung wird die Rechtskraft des Urteils soweit es angefochten ist gehemmt. Dem Beschwerdeführer dem das Urteil mit den Gründen noch nicht zugestellt war ist es nach Einlegung der Berufung sofort zuzustellen.,widerspruch
"Wenn ein Beteiligter nicht hinreichend zu hören oder zu sehen vermag, muss ein Notar zugezogen werden.","Bei der Beglaubigung der Zeichnung einer Namensunterschrift, die zur Aufbewahrung beim Gericht bestimmt ist, muß die Zeichnung in Gegenwart des Notars vollzogen werden; dies soll in dem Beglaubigungsvermerk festgestellt werden. Der Beglaubigungsvermerk muß auch die Person angeben, welche gezeichnet hat. § 10 Absatz 1, 2 und 3 Satz 1 gilt entsprechend.",widerspruch
"Bundesfinanzhof besteht aus Präsidenten, Vorsitzenden Richtern und weiteren Richtern in erforderlicher Anzahl. Beim Bundesfinanzhof werden Senate gebildet. § 5 Abs. 2 Satz 2 gilt sinngemäß. Die Senate des Bundesfinanzhofs entscheiden in der Besetzung von fünf Richtern bei Beschlüssen außerhalb der mündlichen Verhandlung in der Besetzung",Der Bundesfinanzhof besteht aus dem Präsidenten und aus den Vorsitzenden Richtern und weiteren Richtern in erforderlicher Anzahl. Beim Bundesfinanzhof werden Senate gebildet. § 5 Abs. 2 Satz 2 gilt sinngemäß. Die Senate des Bundesfinanzhofs entscheiden in der Besetzung von fünf Richtern bei Beschlüssen außerhalb der mündlichen Verhandlung in der Besetzung von drei Richtern.,perfekt
Die Beamten können Anträge und Beschwerden vorbringen.,Wenn dienstliche Gründe es erfordern können Beamtinnen und Beamte für Zwecke der Verteidigung verpflichtet werden vorübergehend in einer Gemeinschaftsunterkunft zu wohnen und an einer Gemeinschaftsverpflegung teilzunehmen. Beamtinnen und Beamte sind verpflichtet für Zwecke der Verteidigung über die regelmäßige Arbeitszeit hinaus ohne besondere Vergütung Dienst zu tun. Für die Mehrbeanspruchung wird ein Freizeitausgleich nur gewährt soweit es die dienstlichen Erfordernisse gestatten.,widerspruch
"Die Nacherbfolge tritt mit dem Tod des Vorerben ein. Ist die Einsetzung einer noch nicht gezeugten Person als Erbe nach § 2101 Abs. 1 als Nacherbeinsetzung anzusehen, so fällt die Erbschaft dem Nacherben mit dessen Geburt an. Im Falle des § 2101 Abs. 2 tritt der Anfall mit der Entstehung der juristischen Person ein.",Hat der Erblasser einen Nacherben eingesetzt ohne den Zeitpunkt oder das Ereignis zu bestimmen mit dem die Nacherbfolge eintreten soll so fällt die Erbschaft dem Nacherben mit dem Tode des Vorerben an. Ist die Einsetzung einer noch nicht gezeugten Person als Erbe nach § 2101 Abs. 1 als Nacherbeinsetzung anzusehen so fällt die Erbschaft dem Nacherben mit dessen Geburt an. Im Falle des § 2101 Abs. 2 tritt der Anfall mit der Entstehung der juristischen Person ein.,perfekt
